Container length (in m) = 100
Container width (in m) = 200
Container depth (in m) = 400
Total number of bodies = 1000
Body radius (in m) = 0.5
Body mass (in Kg) = 1
Time step for running simulation (dt) (in secs) = 0.01
Initial coordinates =
62.47	87.05	243.88
61.46	96.3	76.17
24.6	85.24	235.96
80.66	57.4	341.39
94.29	12.82	208.85
35.66	27.58	151.31
99.22	79.15	115.17
30.64	94.93	89.47
18.31	33.96	115.73
85.02	37.07	9.57
52.03	45.37	154.78
26.61	61.96	34.26
98.61	88.37	239.15
6.22	78.42	79.79
45.9	49.84	168.17
7.03	69.79	5.48
52.52	23.65	164.05
19.07	37.29	250.47
50.72	7.16	168.93
33.72	11.72	150.96
27.59	43.3	131.8
70.73	39.28	153.9
44.38	70.1	42.4
69.25	98.06	247.25
53.03	44.82	357.41
85.32	88.16	108.84
73.18	59.46	318.25
97.68	2.39	272.73
3.01	18.9	293.44
94.94	52.79	166.39
22.72	87.1	86.25
5.15	30.13	117.55
15.55	63.72	8.63
83.29	96.97	359.19
49.52	38.63	332.86
39.69	6.52	68.29
63.02	74.58	255.8
54.59	99.06	180.66
38.79	90.6	46.11
33.15	16.76	120.36
37.68	2.54	296.46
16.58	0.82	187.75
40.89	77.99	258.34
97.04	63.2	27.81
55.46	48.94	7.14
57.9	96.83	291.18
92.66	30.02	348.08
94.96	70.63	258.35
60.55	38.39	27.27
0.84	32.77	289.21
36.35	38.74	22.23
6.11	70.1	315.51
39.05	29.39	302.36
54.59	4.42	121.43
88.78	55.06	199.72
26.17	37.94	245.67
32.06	21.91	54.56
56.16	16.62	1.74
22.44	60.99	345.51
62.53	90.35	226.42
20.26	30.65	195.04
34.66	13.61	397.74
34.09	14.77	79.63
8.65	38.92	121.23
29.57	38.64	341.54
90.83	79.09	394.28
35.76	10.88	243.66
57.76	19.66	273.35
93.33	55.9	291.5
27.56	41.83	42.67
87.67	20.61	264.82
22.24	50.5	201.64
76.11	78.15	54.84
52.51	24.8	25.51
73.75	91.5	227.54
26.28	38.77	311.56
44.41	15.06	145.07
80.72	4.36	140.36
44.8	40.34	287.22
58.39	41.98	68.31
49.33	49.6	52.43
99.43	89.21	70.4
91.56	89.12	285.07
28.18	17.59	259.92
61.44	70.85	63.44
62.19	44.19	286.08
42.51	98.48	375.97
85.1	57.08	311.8
89.24	57.24	91.32
8.31	37.36	73.08
32.19	42.26	222.55
98.58	51.06	306.58
96.86	46.78	126.71
35.56	44.58	81.48
96.24	50.37	114.5
64.91	77.51	313.94
56.85	45.41	382.08
78.12	66.52	390.04
82.75	8.78	17.67
71.25	34.77	66.21
73.47	66.65	10.1
65.6	33.48	276.41
66.61	66.07	388.82
82.61	11.52	159.59
84.76	57.54	72.54
66.33	5.73	252.86
86.84	30.17	322.2
91.56	73.1	122.68
48.57	2.25	246.9
23.26	90.73	89.31
10.08	64.51	159.31
43.13	8.0	265.02
18.08	7.36	287.29
61.62	99.42	137.13
43.96	98.42	71.77
94.16	39.36	190.69
89.95	64.69	172.35
68.21	69.6	105.32
34.35	71.07	261.18
4.93	6.25	347.58
76.89	11.06	214.55
31.26	93.65	266.4
68.19	20.53	114.01
52.29	15.1	333.71
39.73	50.16	163.64
95.64	50.31	171.57
98.0	91.55	199.12
75.04	50.07	128.95
72.2	73.72	205.39
14.56	36.39	355.26
84.83	28.71	398.38
92.84	70.46	339.88
85.68	50.67	164.33
77.06	74.4	241.21
24.24	83.69	15.28
25.36	65.57	137.33
89.36	88.87	304.46
89.13	15.83	174.49
69.42	19.36	217.18
78.78	92.39	52.88
49.71	12.47	44.64
27.47	57.58	75.52
10.28	17.1	31.8
46.31	33.15	173.54
92.41	97.4	135.36
14.03	74.19	257.64
60.69	37.79	166.92
49.74	22.75	308.37
21.71	75.86	62.72
6.48	4.82	129.95
44.71	44.86	213.33
99.13	4.35	287.46
68.73	37.19	139.44
76.31	63.36	291.48
17.28	69.13	150.9
21.35	68.1	314.12
60.47	15.98	210.58
19.47	13.64	91.66
22.8	25.25	182.17
31.92	47.09	277.58
86.61	70.42	384.07
11.82	35.75	329.84
22.5	15.46	66.86
12.81	53.69	270.62
96.83	48.18	259.98
74.37	12.83	374.03
12.98	27.11	128.93
3.83	50.42	308.16
47.11	87.36	337.38
53.77	87.92	113.24
46.05	93.4	140.99
84.28	87.95	309.86
4.58	96.22	190.95
26.02	53.63	265.85
51.27	33.56	9.14
81.39	89.59	388.26
62.11	98.14	231.73
12.24	17.86	63.91
42.18	88.07	79.32
8.43	82.49	243.69
72.33	94.26	282.98
36.54	33.62	295.78
98.91	66.91	359.71
96.22	34.25	42.73
87.01	93.15	35.71
57.06	21.37	277.62
36.11	76.85	216.15
58.79	97.4	140.17
23.98	46.95	168.17
42.37	5.39	235.61
47.08	54.65	142.29
61.66	22.89	61.47
54.49	83.12	262.35
86.98	71.81	295.39
62.5	24.14	253.38
46.1	46.54	334.52
26.5	43.54	80.4
79.39	53.04	56.16
52.77	50.65	370.49
38.81	70.36	22.19
47.85	84.98	281.71
52.62	23.87	44.44
48.31	61.58	58.91
65.45	78.39	218.91
85.99	50.96	156.14
74.06	17.43	170.14
97.65	45.11	285.36
73.1	55.5	273.95
78.43	75.91	356.56
73.01	48.75	217.28
71.83	46.44	272.62
10.92	80.68	246.06
3.36	65.61	181.57
46.43	76.22	9.16
29.26	43.09	267.64
77.96	87.62	183.6
16.38	38.08	57.53
97.72	39.43	344.77
46.23	68.07	288.92
86.72	46.52	169.95
25.4	54.25	269.36
20.27	25.84	64.14
19.79	87.27	188.49
63.45	22.06	204.63
59.46	33.51	351.7
86.8	76.86	229.58
3.4	10.7	187.44
72.84	10.43	190.02
12.94	92.35	397.2
88.56	48.04	133.96
59.47	27.4	175.39
13.38	36.64	160.65
35.68	44.58	377.18
76.8	21.98	50.59
49.76	95.05	40.58
73.18	56.31	327.16
72.87	52.57	305.22
46.31	40.61	217.73
6.74	41.89	289.35
14.55	68.04	66.78
11.75	24.14	130.44
65.61	54.1	351.54
14.69	59.94	316.37
58.73	85.79	360.19
3.52	22.49	133.06
61.91	83.53	375.72
56.92	4.43	281.96
4.04	53.79	283.82
88.39	36.24	185.66
43.62	57.39	243.72
89.77	67.84	341.9
1.59	34.74	377.87
8.22	97.97	335.01
45.96	43.91	191.0
47.98	71.76	205.19
57.19	22.12	135.92
28.01	11.48	282.78
8.54	44.42	353.93
91.06	11.83	351.85
95.43	7.76	332.45
57.17	46.01	34.4
73.76	30.76	164.62
80.02	76.09	31.46
82.78	63.21	387.4
19.01	94.38	383.27
4.54	31.81	80.3
90.9	12.0	336.25
87.63	39.65	206.14
7.85	5.95	53.04
57.36	56.46	233.83
39.64	95.94	396.38
33.56	39.67	374.23
11.17	60.37	179.45
41.59	56.39	293.68
44.66	16.38	238.1
69.12	86.93	83.64
34.45	38.19	279.37
53.96	0.81	41.72
66.49	62.67	184.7
72.45	47.16	348.15
47.64	20.19	53.74
69.63	27.64	328.75
73.06	6.8	203.35
50.34	3.27	20.71
49.05	21.52	136.23
28.99	92.18	234.71
90.8	51.09	46.71
54.66	4.98	120.96
16.23	46.79	305.97
12.02	11.25	144.14
46.44	19.28	65.58
49.38	81.81	185.78
22.27	16.83	228.37
4.04	22.53	231.7
1.17	89.84	177.8
51.19	93.05	241.2
20.68	33.62	58.86
1.29	9.73	244.07
30.87	3.52	336.12
31.05	25.93	189.93
9.7	7.3	383.68
61.83	92.62	32.67
35.54	92.02	177.52
79.15	67.06	138.8
24.03	85.32	51.54
83.23	67.71	96.28
65.02	32.72	71.62
77.38	98.88	40.25
66.13	7.14	226.65
34.05	41.94	286.48
72.93	45.34	296.96
86.79	73.18	174.93
88.82	25.28	251.88
93.68	48.76	295.99
11.55	45.27	326.26
38.12	89.09	144.5
7.3	27.42	161.33
87.03	86.35	8.03
12.49	60.04	249.03
53.53	8.22	142.38
17.47	22.88	99.74
22.57	30.57	116.81
58.61	80.35	188.44
41.87	7.64	79.59
14.82	50.43	318.19
4.17	42.28	357.79
42.49	87.73	58.16
77.15	80.66	0.8
1.6	55.32	288.37
2.61	25.67	309.39
23.1	5.77	325.45
58.39	89.89	23.13
23.61	34.01	110.94
98.98	86.5	283.22
57.94	88.51	179.29
56.63	81.07	87.7
26.27	69.63	166.64
99.15	47.67	335.27
78.87	54.34	253.58
90.96	49.8	21.04
85.24	63.17	252.05
25.23	85.59	34.81
55.64	8.0	238.1
83.08	55.18	7.03
44.05	31.77	86.59
64.28	68.71	94.14
16.81	6.38	128.08
45.21	39.66	359.68
91.62	29.14	323.14
39.34	88.91	84.87
73.88	3.93	277.2
97.22	32.51	177.58
93.19	23.65	181.28
62.19	14.95	105.46
40.74	60.08	287.18
53.41	40.71	234.96
63.49	42.23	194.48
63.26	55.0	355.99
69.18	63.36	98.62
30.17	77.26	258.87
51.16	95.48	217.57
89.24	66.68	277.63
11.21	85.33	172.11
91.35	72.25	178.75
54.52	21.13	173.23
26.87	32.7	330.33
85.21	27.29	94.22
79.2	86.55	312.82
21.66	26.08	362.69
86.25	17.62	387.76
34.43	40.47	328.12
71.33	80.4	70.65
43.52	89.75	28.7
92.7	82.97	101.3
45.48	17.34	106.14
79.99	38.47	331.43
68.56	54.46	330.23
46.92	72.94	74.38
36.93	72.68	265.08
90.86	27.1	40.41
80.71	72.75	306.61
11.86	45.73	314.06
82.43	43.01	262.0
81.9	6.52	124.51
7.79	15.57	277.22
88.5	30.3	100.92
87.13	92.37	284.35
23.02	16.31	1.07
43.08	54.45	336.72
65.93	9.33	40.23
10.32	64.59	110.14
19.96	17.81	5.56
0.71	78.24	229.61
79.31	32.6	81.54
95.89	29.34	83.09
8.73	24.77	266.3
64.38	82.01	290.43
57.63	77.16	32.82
62.07	98.51	371.55
73.77	42.15	175.53
2.89	60.46	94.51
38.9	65.3	273.64
48.66	7.08	351.0
13.33	1.98	125.69
83.96	88.07	218.56
84.04	2.23	301.92
99.43	38.45	339.04
78.04	32.63	49.89
95.31	35.92	172.22
53.57	12.23	228.19
11.91	29.11	306.9
27.21	40.98	175.68
93.26	46.89	90.55
31.35	18.07	97.44
18.93	14.39	303.27
34.48	53.76	130.0
46.67	84.24	375.51
63.59	58.37	295.7
53.93	26.2	262.72
52.88	66.34	63.83
36.02	55.4	325.65
15.26	90.55	323.33
21.96	84.31	350.56
16.38	74.9	344.79
51.32	90.13	283.93
56.25	39.61	268.66
79.26	15.92	244.72
54.03	74.2	180.78
89.07	65.84	108.28
51.68	91.6	281.05
26.32	52.6	19.46
8.88	55.07	159.16
22.35	27.42	361.6
6.27	76.83	394.53
70.47	49.38	35.68
5.78	29.07	381.08
92.67	53.81	227.14
19.05	46.87	114.66
52.43	31.35	201.06
11.54	13.86	175.15
63.15	47.6	325.32
68.05	49.01	195.71
38.23	65.21	130.86
23.32	44.77	354.15
25.13	2.0	152.2
72.09	19.9	188.57
39.99	33.62	171.76
41.98	27.68	303.17
82.97	99.47	372.8
38.22	36.52	292.78
22.09	22.92	257.24
57.0	98.99	321.52
49.31	22.58	370.88
22.34	71.79	148.53
56.05	19.22	147.26
97.65	84.86	189.05
78.89	27.08	129.49
21.13	63.56	206.63
79.42	39.62	267.15
61.25	98.87	64.21
97.66	41.68	237.63
30.33	97.62	106.04
71.58	58.93	253.77
45.24	24.3	143.26
79.02	31.49	137.03
46.5	61.38	74.33
35.11	88.14	57.98
32.92	3.3	145.4
4.49	57.33	191.03
68.02	55.44	169.54
40.67	75.31	362.83
2.07	90.09	283.35
21.76	20.48	214.89
35.32	72.07	109.41
58.72	61.36	90.12
87.59	24.57	76.4
38.43	53.68	14.89
74.96	20.55	233.22
55.19	39.3	9.95
66.62	69.11	67.59
76.68	20.81	167.38
63.47	66.46	80.96
2.76	54.83	299.69
77.94	52.93	42.58
13.78	49.12	350.02
9.08	7.83	39.76
32.92	16.74	371.4
33.63	39.47	112.64
65.55	78.32	32.51
23.13	19.56	39.57
10.63	93.81	59.17
87.18	9.42	89.44
70.7	65.26	280.1
68.65	33.65	335.64
39.73	17.18	390.05
29.13	30.72	8.04
91.43	45.34	300.92
65.64	57.87	84.5
1.56	42.55	358.85
15.12	99.35	57.93
145.65	36.73	16.45
111.88	16.09	273.84
173.34	88.86	156.28
170.19	27.34	289.68
110.45	87.83	376.69
187.57	95.65	327.65
153.07	1.01	104.02
152.77	22.83	346.41
133.11	22.42	179.33
105.9	77.65	391.06
186.58	30.07	165.2
103.03	45.52	205.58
112.22	8.26	339.8
131.86	56.61	296.65
113.3	57.71	316.51
184.86	48.2	107.82
151.86	89.22	61.8
181.01	27.85	289.0
198.77	71.96	86.58
188.94	19.39	269.59
142.95	39.96	312.45
168.69	75.82	43.69
